Source Target Weight
教育 服务 20
教育 民生 11
教育 城市 48
教育 农民工 4
教育 人民 14
教育 基础设施 29
教育 医疗 11
教育 社会保障 9
教育 公共服务 82
教育 均等化 35
教育 农户 31
教育 拓宽 6
教育 经验 18
教育 民主 11
教育 党组织 24
教育 社会 35
教育 基层 25
教育 第一书记 5
教育 党委 18
教育 政府 18
教育 责任制 6
教育 专家 7
教育 培训 34
教育 项目 6
教育 需求 29
教育 现代化 40
教育 劳动力 4
教育 素质 13
教育 问题 108
教育 绿色 23
教育 地方 10
教育 企业 22
教育 资源 22
教育 积极性 4
教育 粮食 14
教育 农村土地 8
教育 贫困人口 14
教育 幸福感 4
教育 中央 16
教育 精神 26
教育 竞争力 5
教育 品牌 27
教育 现代农业 37
教育 全国 48
教育 产品 8
教育 电子商务 6
教育 利益 12
教育 龙头企业 9
教育 合作社 10
教育 订单 22
教育 就业 15
教育 稳定 20
教育 扶贫 57
教育 因地制宜 8
教育 土地 14
教育 市场 26
教育 脱贫 40
教育 基金 11
教育 信贷 4
教育 财政 10
教育 政策 39
教育 支持 11
教育 养老 6
教育 基层组织 4
教育 科学 14
教育 效益 5
教育 工业 5
教育 产业链 5
教育 科技 10
教育 合作 15
教育 生态环境 21
教育 高水平 11
教育 安全 5
教育 标准 13
教育 农场 7
教育 改革开放 4
教育 城镇化 7
教育 农惠农 4
教育 经济社会 11
教育 工业化 7
教育 小康 13
教育 市场化 4
教育 生态农业 12
教育 消费 17
教育 农药 4
教育 明显改善 4
教育 和谐社会 6
教育 小康社会 9
教育 行业 8
教育 公共财政 6
教育 建立健全 12
教育 长效机制 8
教育 义务教育 14
教育 养老金 4
教育 医疗保险 4
教育 村民 5
教育 权益 5
教育 博大精深 4
教育 弘扬 9
教育 贫困地区 5
教育 贫困户 5
教育 党中央 5
教育 资金 6
教育 养殖 9
教育 网络 27
教育 优惠政策 6
教育 成本 14
教育 高昂 4
教育 小学生 12
教育 越秀 6
教育 边远 6
教育 报告 13
教育 养殖业 7
教育 养牛 6
教育 集约化 4
医疗 习近平 12
医疗 三农 16
医疗 战略 33
医疗 农业 40
医疗 改革 14
医疗 乡村 88
医疗 建设 23
医疗 工作 23
医疗 家庭 12
医疗 贫困 7
医疗 收入 19
医疗 农村 95
医疗 特色 7
医疗 社会主义 7
医疗 产业 17
医疗 生态 7
医疗 乡风 4
医疗 文明 8
医疗 发展 50
医疗 农业产业 4
医疗 文化 20
医疗 城乡 12
医疗 经济 9
医疗 农民 33
医疗 职业 4
医疗 农产品 5
医疗 互联网 5
医疗 经营 4
医疗 创新 6
医疗 创业 6
医疗 集体经济 5
医疗 知识 4
医疗 技术 4
医疗 管理 4
医疗 数据 5
医疗 群众 11
医疗 体系 4
医疗 制度 6
医疗 机制 16
医疗 生产 7
医疗 环境 4
医疗 人民 8
医疗 基础设施 5
医疗 教育 11
医疗 公共服务 12
医疗 经验 4
医疗 党组织 5
医疗 社会 4
医疗 党委 4
医疗 政府 5
医疗 现代化 6
医疗 脱贫 20
医疗 问题 14
医疗 资源 6
医疗 资金 4
医疗 政策 7
医疗 生态环境 5
医疗 养殖 4
医疗 成本 8
医疗 消费 9
医疗 市场 8
医疗 养牛 4
医疗 扶贫 14
医疗 贫困户 4
医疗 网络 8
社会保障 习近平 79
社会保障 总书记 23
社会保障 三农 79
社会保障 战略 50
社会保障 金山 5
社会保障 农业 139
社会保障 结构性 6
社会保障 改革 58
社会保障 乡村 141
社会保障 建设 81
社会保障 工作 86
社会保障 村庄 9
社会保障 家庭 15
社会保障 贫困 6
社会保障 农村居民 4
社会保障 收入 17
社会保障 城乡居民 4
社会保障 农村 264
社会保障 精神文明 5
社会保障 特色 22
社会保障 社会主义 20
社会保障 产业 34
社会保障 生态 37
社会保障 乡风 10
社会保障 文明 18
社会保障 生活富裕 5
社会保障 发展 147
社会保障 农业产业 7
社会保障 文化 23
社会保障 农民收入 21
社会保障 城乡 52
社会保障 经济 29
社会保障 农民 111
社会保障 职业 5
社会保障 农产品 19
社会保障 旅游 6
社会保障 经营 21
社会保障 模式 9
社会保障 创新 20
社会保障 下乡 5
社会保障 创业 12
社会保障 集体经济 12
社会保障 知识 4
社会保障 技术 9
社会保障 管理 8
社会保障 群众 24
社会保障 产权制度 8
社会保障 体系 20
社会保障 制度 20
社会保障 机制 26
社会保障 生产 22
社会保障 环境 23
社会保障 服务 14
社会保障 民生 9
社会保障 城市 21
社会保障 人民 10
社会保障 基础设施 16
社会保障 教育 9
社会保障 公共服务 18
社会保障 均等化 6
社会保障 农户 9
社会保障 经验 9
社会保障 党组织 11
社会保障 社会 17
社会保障 基层 9
社会保障 党委 11
社会保障 政府 8
社会保障 粮食 7
社会保障 农村土地 5
社会保障 贫困人口 5
社会保障 中央 11
社会保障 现代化 18
社会保障 精神 8
社会保障 品牌 5
社会保障 现代农业 22
社会保障 全国 28
社会保障 利益 8
社会保障 龙头企业 5
社会保障 合作社 5
社会保障 就业 6
社会保障 稳定 8
社会保障 扶贫 9
社会保障 因地制宜 5
社会保障 土地 8
社会保障 市场 5
社会保障 脱贫 14
社会保障 基金 5
社会保障 政策 17
社会保障 支持 6
社会保障 问题 48
社会保障 小康社会 4
社会保障 绿色 12
社会保障 建立健全 6
社会保障 弘扬 5
社会保障 小康 5
社会保障 生态环境 8
社会保障 科学 9
社会保障 长效机制 6
社会保障 报告 6
社会保障 公共财政 4
社会保障 生态农业 6
社会保障 集约化 4
社会保障 和谐社会 4
社会保障 养殖业 4
社会保障 农场 6
社会保障 高水平 4
公共服务 习近平 490
公共服务 总书记 118
公共服务 三农 659
公共服务 战略 325
公共服务 绿水青山 85
公共服务 金山 91
公共服务 银山 85
公共服务 路子走 27
公共服务 农业 1053
公共服务 结构性 36
公共服务 改革 368
公共服务 乡村 821
公共服务 建设 735
公共服务 工作 675
公共服务 村庄 59
公共服务 家庭 108
公共服务 贫困 125
公共服务 农村居民 18
公共服务 收入 183
公共服务 城乡居民 48
公共服务 农村 2025
公共服务 精神文明 13
公共服务 特色 128
公共服务 社会主义 250
公共服务 产业 186
公共服务 生态 322
公共服务 乡风 56
公共服务 文明 164
公共服务 生活富裕 38
公共服务 发展 1417
公共服务 农业产业 56
公共服务 文化 166
公共服务 农民收入 153
公共服务 城乡 841
公共服务 经济 264
公共服务 农民 790
公共服务 职业 19
公共服务 农产品 85
公共服务 互联网 24
公共服务 物流 12
公共服务 旅游 38
公共服务 电商 22
公共服务 经营 86
公共服务 模式 32
公共服务 创新 181
公共服务 资本 37
公共服务 下乡 18
公共服务 创业 69
公共服务 集体经济 35
公共服务 知识 31
公共服务 技术 45
公共服务 管理 61
公共服务 深化改革 16
公共服务 数据 9
公共服务 群众 145
公共服务 产权制度 25
公共服务 产权 17
公共服务 体系 153
公共服务 制度 259
公共服务 机制 193
公共服务 农村金融 19
公共服务 生产 120
公共服务 环境 155
公共服务 服务 45
公共服务 民生 45
公共服务 城市 155
公共服务 农民工 23
公共服务 人民 52
公共服务 幸福美好 5
公共服务 林田湖 10
公共服务 环保 16
公共服务 基础设施 116
公共服务 教育 82
公共服务 医疗 12
公共服务 社会保障 18
公共服务 均等化 69
公共服务 农户 115
公共服务 拓宽 29
公共服务 安居乐业 7
公共服务 经验 84
公共服务 小微 14
公共服务 民主 53
公共服务 党组织 79
公共服务 社会 190
公共服务 基层 112
公共服务 党委 23
公共服务 政府 41
公共服务 责任制 15
公共服务 科学 49
公共服务 宝贵 11
公共服务 精神 95
公共服务 全国 150
公共服务 扶贫 243
公共服务 经济社会 67
公共服务 资源 67
公共服务 中央 64
公共服务 支持 52
公共服务 现代农业 126
公共服务 粮食 32
公共服务 生产能力 5
公共服务 蓝图 8
公共服务 党中央 23
公共服务 稳定 78
公共服务 城镇化 53
公共服务 劳动力 8
公共服务 小康 87
公共服务 效益 20
公共服务 农惠农 20
公共服务 政策 141
公共服务 小康社会 59
公共服务 绿色 108
公共服务 市场 29
公共服务 科技 29
公共服务 报告 33
公共服务 素质 9
公共服务 积极性 18
公共服务 安全 33
公共服务 问题 453
公共服务 品牌 30
公共服务 生态农业 59
公共服务 产业链 25
公共服务 食品安全 9
公共服务 因地制宜 34
公共服务 贫困县 13
公共服务 贫困户 27
公共服务 脱贫 126
公共服务 项目 24
公共服务 标准 45
公共服务 贫困人口 70
公共服务 生态环境 89
公共服务 养殖 15
公共服务 农药 20
公共服务 工业化 50
公共服务 合作 65
公共服务 企业 10
公共服务 投资 24
公共服务 服务体系 9
公共服务 林权 4
公共服务 合作社 43
公共服务 基层组织 8
公共服务 宝贵财富 9
公共服务 改革开放 26
公共服务 现代化 195
公共服务 市场化 24
公共服务 消费 28
公共服务 需求 41
公共服务 土地 60
公共服务 明显改善 19
公共服务 和谐社会 25
公共服务 就业 68
公共服务 行业 28
公共服务 天荒坪 13
公共服务 工业 19
公共服务 养老 40
公共服务 电子商务 18
公共服务 财政 47
公共服务 高水平 51
公共服务 蓝天 13
公共服务 林木 13
公共服务 公共财政 28
公共服务 建立健全 65
公共服务 普惠性 15
公共服务 长效机制 28
公共服务 义务教育 21
公共服务 养老金 19
公共服务 医疗保险 19
公共服务 村民 36
公共服务 权益 21
公共服务 博大精深 22
公共服务 弘扬 45
公共服务 宛若 5
公共服务 冰凌 5
公共服务 王福满 5
公共服务 辛勤 5
公共服务 母爱 5
公共服务 贫困地区 26
公共服务 吴奇修 4
公共服务 宏观调控 4
公共服务 公正 4
公共服务 金融 4
公共服务 国务院 4
公共服务 新生代 4
公共服务 葡萄 6
公共服务 农田 5
公共服务 多元化 4
公共服务 林田 7
公共服务 宣传教育 6
公共服务 农耕 17
公共服务 地方 27
公共服务 红白 7
公共服务 利益 43
公共服务 幸福感 15
公共服务 城市化 9
公共服务 燕赵 8
公共服务 努力实现 8
公共服务 粮食安全 4
公共服务 市场需求 11
公共服务 农场 27
公共服务 标准化 8
公共服务 龙头企业 20
公共服务 扶志 8
公共服务 扶智 8
公共服务 美的 4
公共服务 施策 13
公共服务 道德 6
公共服务 从严治党 8
公共服务 补贴 4
公共服务 资金 30
公共服务 难题 4
公共服务 李锦斌 4
公共服务 小岗村 8
公共服务 竞争力 12
公共服务 监管 5
公共服务 黑名单 4
公共服务 大力加强 4
公共服务 福祉 4
公共服务 普惠 4
公共服务 农村土地 23
公共服务 承包 14
公共服务 经营权 4
公共服务 韩长赋 20
公共服务 规模经营 10
公共服务 安全感 6
公共服务 公司 4
公共服务 水稻 6
公共服务 成本 12
公共服务 党支部 8
公共服务 纯收入 4
公共服务 赵村 4
公共服务 培训 6
公共服务 小学生 8
公共服务 越秀 4
公共服务 网络 20
公共服务 边远 4
公共服务 养殖业 14
公共服务 养牛 4
公共服务 集约化 12
公共服务 贡献率 6
公共服务 毛桥村 6
公共服务 广大群众 6
公共服务 拓宽渠道 6
公共服务 于城镇 6
公共服务 农民负担 6
公共服务 规模化 6
公共服务 果园 6
公共服务 发展观 6
公共服务 林茂土 6
公共服务 农作物 6
公共服务 合作医疗 6
公共服务 养老保险 6
公共服务 村干部 6
公共服务 国际 6
均等化 习近平 129
均等化 总书记 25
均等化 三农 142
均等化 战略 73
均等化 绿水青山 15
均等化 金山 17
均等化 银山 15
均等化 路子走 5
均等化 农业 219
均等化 结构性 6
均等化 改革 92
均等化 乡村 164
均等化 建设 174
均等化 工作 169
均等化 村庄 10
均等化 家庭 39
均等化 贫困 25
均等化 农村居民 9
均等化 收入 34
均等化 城乡居民 11
均等化 农村 498
均等化 精神文明 5
均等化 特色 28
均等化 社会主义 50
均等化 产业 38
均等化 生态 75
均等化 乡风 12
均等化 文明 35
均等化 生活富裕 9
均等化 发展 337
均等化 农业产业 11
均等化 文化 34
均等化 农民收入 37
均等化 城乡 190
均等化 经济 65
均等化 农民 160
均等化 农产品 17
均等化 互联网 18
均等化 旅游 5
均等化 经营 21
均等化 模式 10
均等化 创新 38
均等化 资本 5
均等化 下乡 6
均等化 创业 15
均等化 集体经济 14
均等化 知识 14
均等化 技术 17
均等化 管理 13
均等化 群众 38
均等化 产权制度 8
均等化 产权 4
均等化 体系 29
均等化 制度 57
均等化 机制 43
均等化 农村金融 5
均等化 生产 26
均等化 环境 32
均等化 服务 11
均等化 民生 12
均等化 城市 39
均等化 人民 14
均等化 基础设施 26
均等化 教育 35
均等化 社会保障 6
均等化 公共服务 69
均等化 农户 17
均等化 拓宽 5
均等化 经验 20
均等化 民主 9
均等化 党组织 21
均等化 社会 37
均等化 基层 19
均等化 党委 7
均等化 政府 13
均等化 科学 14
均等化 精神 17
均等化 全国 42
均等化 扶贫 48
均等化 经济社会 15
均等化 资源 14
均等化 中央 16
均等化 支持 11
均等化 现代农业 42
均等化 粮食 7
均等化 党中央 5
均等化 稳定 14
均等化 城镇化 11
均等化 劳动力 4
均等化 小康 23
均等化 农惠农 5
均等化 政策 24
均等化 小康社会 9
均等化 绿色 19
均等化 市场 8
均等化 科技 6
均等化 报告 16
均等化 素质 9
均等化 安全 8
均等化 问题 94
均等化 品牌 6
均等化 生态农业 14
均等化 食品安全 4
均等化 因地制宜 7
均等化 脱贫 24
均等化 项目 4
均等化 标准 8
均等化 贫困人口 12
均等化 生态环境 19
均等化 农药 5
均等化 工业化 10
均等化 合作 14
均等化 林权 4
均等化 合作社 8
均等化 基层组织 4
均等化 改革开放 6
均等化 现代化 42
均等化 市场化 4
均等化 需求 12
均等化 土地 10
均等化 明显改善 4
均等化 和谐社会 6
均等化 就业 11
均等化 行业 5
均等化 工业 4
均等化 养老 4
均等化 财政 8
均等化 高水平 10
均等化 公共财政 6
均等化 建立健全 13
均等化 长效机制 7
均等化 义务教育 10
均等化 养老金 4
均等化 医疗保险 4
均等化 村民 4
均等化 权益 4
均等化 博大精深 5
均等化 弘扬 8
均等化 贫困地区 4
均等化 农耕 4
均等化 利益 8
均等化 龙头企业 4
均等化 农村土地 5
均等化 培训 4
均等化 小学生 8
均等化 越秀 4
均等化 网络 12
均等化 边远 4
均等化 农场 7
均等化 集约化 4
均等化 养殖业 4
农户 习近平 212
农户 总书记 59
农户 三农 330
农户 战略 164
农户 绿水青山 32
农户 金山 36
农户 银山 32
农户 路子走 11
农户 农业 879
农户 结构性 36
农户 改革 202
农户 乡村 335
农户 建设 399
农户 工作 372
农户 村庄 41
农户 家庭 45
农户 贫困 54
农户 农村居民 13
农户 收入 114
农户 城乡居民 22
农户 农村 878
农户 精神文明 6
农户 特色 109
农户 社会主义 92
农户 产业 213
农户 生态 147
农户 乡风 24
农户 文明 53
农户 生活富裕 12
农户 发展 764
农户 农业产业 60
农户 文化 35
农户 农民收入 87
农户 城乡 321
农户 经济 116
农户 农民 569
农户 职业 5
农户 农产品 272
农户 互联网 5
农户 物流 6
农户 旅游 41
农户 电商 26
农户 经营 159
农户 模式 77
农户 创新 102
农户 资本 30
农户 下乡 17
农户 创业 42
农户 集体经济 21
农户 知识 20
农户 技术 51
农户 管理 98
农户 深化改革 7
农户 数据 19
农户 群众 129
农户 产权制度 17
农户 产权 13
农户 体系 171
农户 制度 129
农户 机制 119
农户 农村金融 13
农户 生产 282
农户 环境 105
农户 服务 177
农户 民生 26
农户 城市 49
农户 农民工 11
农户 人民 15
农户 环保 10
农户 基础设施 60
农户 教育 31
农户 社会保障 9
农户 公共服务 115
农户 均等化 17
农户 拓宽 12
农户 经验 88
农户 小微 11
农户 民主 23
农户 党组织 26
农户 社会 60
农户 基层 68
农户 第一书记 9
农户 党委 18
农户 政府 112
农户 粮食 75
农户 农村土地 11
农户 贫困人口 16
农户 幸福感 9
农户 需求 41
农户 中央 89
农户 现代化 83
农户 精神 27
农户 竞争力 7
农户 品牌 33
农户 现代农业 96
农户 全国 105
农户 产品 85
农户 电子商务 12
农户 利益 53
农户 服务体系 21
农户 龙头企业 29
农户 合作社 71
农户 订单 238
农户 就业 28
农户 稳定 67
农户 扶贫 192
农户 因地制宜 20
农户 田园 5
农户 法律 12
农户 土地 79
农户 经营权 5
农户 市场 405
农户 脱贫 47
农户 基金 19
农户 信贷 6
农户 财政 26
农户 融资 9
农户 政策 181
农户 支持 120
农户 养老 35
农户 企业 244
农户 问题 285
农户 基层组织 6
农户 城镇化 16
农户 合作 62
农户 农惠农 9
农户 经济社会 30
农户 改革开放 5
农户 工业化 15
农户 小康 30
农户 市场化 11
农户 生态农业 29
农户 绿色 42
农户 消费 30
农户 农药 13
农户 资源 93
农户 明显改善 9
农户 科技 19
农户 和谐社会 13
农户 小康社会 13
农户 行业 10
农户 生态环境 32
农户 天荒坪 5
农户 工业 11
农户 高水平 27
农户 蓝天 5
农户 林木 5
农户 公共财政 13
农户 建立健全 18
农户 普惠性 13
农户 长效机制 13
农户 义务教育 5
农户 养老金 9
农户 医疗保险 9
农户 标准 41
农户 村民 46
农户 权益 18
农户 博大精深 9
农户 弘扬 13
农户 蔬菜 15
农户 食品 9
农户 地方 144
农户 效益 35
农户 石斛 4
农户 玛卡 4
农户 积极性 13
农户 安全 73
农户 科学 46
农户 市场需求 4
农户 期货市场 153
农户 买卖双方 9
农户 培训 13
农户 金融机构 38
农户 规模化 25
农户 集约化 17
农户 期货 254
农户 保险 164
农户 公司 55
农户 保险公司 45
农户 农业部 18
农户 大力支持 9
农户 商品 29
农户 玉米 22
农户 项目 97
农户 农场 35
农户 试点工作 18
农户 资金 108
农户 补贴 88
农户 金融 18
农户 银行 14
农户 成本 38
农户 养殖 25
农户 党中央 12
农户 监管 47
农户 于伟国 4
农户 智慧 5
农户 茶叶 8
农户 花卉苗木 4
农户 林竹 4
农户 产业链 19
农户 贷款 40
农户 顾仲阳 11
农户 贫困县 30
农户 贫困户 122
农户 难题 24
农户 小岗村 4
农户 农耕 4
农户 承包 7
农户 规模经营 10
农户 社会化 7
农户 网络 12
农户 投资 28
农户 多元化 4
农户 专家 13
农户 高云才 6
农户 报告 19
农户 产业化 4
农户 海升 4
农户 苗圃 4
农户 井灌 4
农户 农田 4
农户 水稻 16
农户 大米 7
农户 隆兴镇 4
农户 黎坝 4
农户 金点子 4
农户 诸城 4
农户 郑淮茂 4
农户 齐全 4
农户 党支部 12
农户 养老院 4
农户 雪堰镇 4
农户 唐海 4
农户 怀柔区 4
农户 村委会 4
农户 小春 4
农户 心情舒畅 4
农户 吴兴区 4
农户 施阿三 4
农户 古村落 4
农户 纯收入 8
农户 黛瓦 4
农户 绿树丛 4
农户 黄宝忠 4
农户 李家庄 4
农户 农家乐 4
农户 赵村 8
农户 经济效益 4
农户 韩长赋 4
农户 西部 7
农户 体制改革 4
农户 标准化 18
农户 运输 9
农户 生产者 4
农户 双赢 9
农户 高昂 9
农户 市场秩序 18
农户 广泛开展 9
农户 严肃查处 9
农户 秋收 9
农户 农行 30
农户 凌家塘 15
农户 林某 5
农户 农业银行 5
农户 村干部 9
农户 特聘 5
农户 金融服务 5
农户 白名单 5
农户 小额贷款 5
农户 孙徐亚 5
农户 稻谷 5
农户 小麦 4
农户 贡献率 7
农户 贫困地区 8
农户 劳动力 6
农户 毛桥村 4
农户 广大群众 5
农户 宝贵 4
农户 拓宽渠道 4
农户 城市化 4
农户 养殖业 8
农户 于城镇 4
农户 农民负担 4
农户 果园 4
农户 发展观 4
农户 林茂土 4
农户 农作物 4
农户 合作医疗 4
农户 养老保险 4
农户 宝贵财富 4
农户 国际 4
农户 黄振荣 4
农户 特惠 4
农户 粮食安全 6
拓宽 习近平 31
拓宽 总书记 5
拓宽 三农 75
拓宽 战略 28
拓宽 绿水青山 14
拓宽 金山 14
拓宽 银山 14
拓宽 路子走 5
拓宽 农业 103
拓宽 结构性 4
拓宽 改革 39
拓宽 乡村 93
拓宽 建设 59
拓宽 工作 67
拓宽 村庄 4
拓宽 家庭 5
拓宽 贫困 15
拓宽 收入 20
拓宽 城乡居民 9
拓宽 农村 197
拓宽 特色 11
拓宽 社会主义 25
拓宽 产业 30
拓宽 生态 26
拓宽 乡风 7
拓宽 文明 15
拓宽 发展 150
拓宽 农业产业 10
拓宽 文化 8
拓宽 农民收入 17
拓宽 城乡 98
拓宽 经济 28
拓宽 农民 68
拓宽 农产品 27
拓宽 旅游 19
拓宽 电商 6
拓宽 经营 9
拓宽 模式 4
拓宽 创新 16
拓宽 资本 7
拓宽 创业 10
拓宽 集体经济 4
拓宽 知识 4
拓宽 技术 6
拓宽 管理 6
拓宽 深化改革 5
拓宽 数据 4
拓宽 群众 18
拓宽 产权 4
拓宽 体系 18
拓宽 制度 34
拓宽 机制 17
拓宽 生产 13
拓宽 环境 12
拓宽 城市 8
拓宽 基础设施 7
拓宽 教育 6
拓宽 公共服务 29
拓宽 均等化 5
拓宽 农户 12
拓宽 经验 10
拓宽 民主 9
拓宽 党组织 9
拓宽 社会 16
拓宽 基层 11
拓宽 中央 4
拓宽 问题 41
拓宽 城镇化 6
拓宽 合作 9
拓宽 政策 9
拓宽 经济社会 8
拓宽 工业化 6
拓宽 现代化 16
拓宽 小康 11
拓宽 全国 9
拓宽 现代农业 6
拓宽 生态农业 6
拓宽 绿色 9
拓宽 消费 6
拓宽 需求 6
拓宽 品牌 17
拓宽 资源 7
拓宽 支持 4
拓宽 就业 6
拓宽 贫困人口 5
拓宽 小康社会 5
拓宽 扶贫 24
拓宽 精神 6
拓宽 脱贫 7
拓宽 行业 4
拓宽 生态环境 6
拓宽 财政 6
拓宽 高水平 6
拓宽 建立健全 4
拓宽 标准 5
拓宽 稳定 8
拓宽 村民 4
拓宽 市场 8
拓宽 产品 9
拓宽 企业 10
安居乐业 习近平 16
安居乐业 总书记 9
安居乐业 三农 24
安居乐业 战略 48
安居乐业 农业 49
安居乐业 改革 13
安居乐业 乡村 101
安居乐业 建设 33
安居乐业 工作 28
安居乐业 家庭 4
安居乐业 收入 5
安居乐业 农村 83
安居乐业 特色 4
安居乐业 社会主义 14
安居乐业 产业 18
安居乐业 生态 7
安居乐业 乡风 6
安居乐业 文明 12
安居乐业 发展 40
安居乐业 文化 10
安居乐业 城乡 22
安居乐业 经济 6
安居乐业 农民 43
安居乐业 职业 5
安居乐业 经营 6
安居乐业 创新 10
安居乐业 资本 5
安居乐业 创业 6
安居乐业 集体经济 6
安居乐业 群众 10
安居乐业 体系 6
安居乐业 制度 6
安居乐业 机制 9
安居乐业 基础设施 5
安居乐业 公共服务 7
安居乐业 党组织 7
安居乐业 社会 8
安居乐业 政府 4
安居乐业 韩长赋 6
安居乐业 现代化 26
安居乐业 政策 8
安居乐业 问题 10
安居乐业 脱贫 4
安居乐业 改革开放 4
安居乐业 建立健全 4
经验 习近平 272
经验 总书记 31
经验 三农 329
经验 战略 144
经验 绿水青山 29
经验 金山 35
经验 银山 29
经验 路子走 10
经验 农业 542
经验 结构性 8
经验 改革 182
经验 乡村 256
经验 建设 380
经验 工作 378
经验 村庄 26
经验 家庭 52
经验 贫困 39
经验 农村居民 11
经验 收入 73
经验 城乡居民 24
经验 农村 941
经验 精神文明 11
经验 特色 48
经验 社会主义 101
经验 产业 74
经验 生态 160
经验 乡风 18
经验 文明 62
经验 生活富裕 16
经验 发展 715
经验 农业产业 27
经验 文化 48
经验 农民收入 95
经验 城乡 331
经验 经济 134
经验 农民 355
经验 职业 6
经验 农产品 76
经验 旅游 11
经验 电商 7
经验 经营 52
经验 模式 41
经验 创新 77
经验 资本 9
经验 下乡 4
经验 创业 24
经验 集体经济 29
经验 知识 14
经验 技术 28
经验 管理 61
经验 深化改革 6
经验 数据 7
经验 群众 73
经验 产权制度 18
经验 产权 9
经验 体系 89
经验 制度 117
经验 机制 95
经验 农村金融 8
经验 供销社 4
经验 生产 78
经验 环境 48
经验 服务 72
经验 民生 25
经验 城市 68
经验 人民 24
经验 环保 6
经验 基础设施 32
经验 教育 18
经验 医疗 4
经验 社会保障 9
经验 公共服务 84
经验 均等化 20
经验 农户 88
经验 拓宽 10
经验 小微 6
经验 民主 18
经验 党组织 44
经验 社会 58
经验 基层 43
经验 第一书记 4
经验 党委 12
经验 政府 65
经验 责任制 5
经验 宁德 4
经验 科学 34
经验 宝贵 8
经验 精神 24
经验 全国 94
经验 扶贫 114
经验 经济社会 32
经验 资源 32
经验 中央 70
经验 支持 70
经验 现代农业 100
经验 粮食 12
经验 蓝图 5
经验 党中央 10
经验 稳定 33
经验 城镇化 19
经验 劳动力 11
经验 小康 48
经验 效益 7
经验 农惠农 12
经验 政策 78
经验 小康社会 15
经验 绿色 19
经验 市场 109
经验 科技 7
经验 产品 7
经验 报告 30
经验 积极性 10
经验 市场经济 4
经验 安全 11
经验 问题 227
经验 食品 4
经验 品牌 9
经验 生态农业 34
经验 产业链 4
经验 食品安全 4
经验 因地制宜 18
经验 贫困县 10
经验 贫困户 32
经验 脱贫 19
经验 项目 28
经验 标准 17
经验 贫困人口 10
经验 生态环境 43
经验 养殖 18
经验 农药 12
经验 工业化 17
经验 合作 36
经验 企业 49
经验 服务体系 7
经验 林权 8
经验 林改 4
经验 合作社 29
经验 基层组织 10
经验 宝贵财富 9
经验 改革开放 8
经验 现代化 90
经验 市场化 4
经验 消费 9
经验 需求 15
经验 土地 18
经验 明显改善 10
经验 和谐社会 16
经验 就业 18
经验 行业 10
经验 天荒坪 4
经验 工业 10
经验 养老 5
经验 电子商务 4
经验 财政 20
经验 高水平 24
经验 蓝天 4
经验 林木 4
经验 公共财政 16
经验 建立健全 25
经验 普惠性 4
经验 长效机制 17
经验 义务教育 4
经验 养老金 10
经验 医疗保险 10
经验 村民 12
经验 权益 10
经验 博大精深 11
经验 弘扬 13
经验 期货市场 85
经验 买卖双方 5
经验 培训 7
经验 金融机构 20
经验 规模化 11
经验 集约化 17
经验 期货 135
经验 保险 85
经验 公司 25
经验 保险公司 25
经验 农业部 10
经验 大力支持 5
经验 商品 15
经验 玉米 10
经验 农场 24
经验 试点工作 10
经验 地方 36
经验 资金 12
经验 补贴 25
经验 金融 6
经验 银行 5
经验 订单 31
经验 成本 7
经验 监管 5
经验 农耕 4
经验 文化遗产 6
经验 农村土地 8
经验 规模经营 7
经验 利益 15
经验 龙头企业 7
经验 农田水利 12
经验 贡献率 7
经验 毛桥村 6
经验 广大群众 6
经验 拓宽渠道 6
经验 城市化 6
经验 养殖业 12
经验 于城镇 6
经验 农民负担 6
经验 果园 6
经验 发展观 6
经验 林茂土 6
经验 农作物 6
经验 合作医疗 6
经验 养老保险 6
经验 村干部 6
经验 国际 6
小微 习近平 16
小微 三农 37
小微 战略 19
小微 绿水青山 8
小微 金山 8
小微 银山 8
小微 农业 40
小微 改革 20
小微 乡村 43
小微 建设 31
小微 工作 33
小微 家庭 4
小微 贫困 8
小微 收入 11
小微 城乡居民 5
小微 农村 103
小微 社会主义 13
小微 产业 7
小微 生态 12
小微 乡风 4
小微 文明 9
小微 发展 66
小微 农业产业 5
小微 文化 5
小微 农民收入 9
小微 城乡 50
小微 经济 14
小微 农民 34
小微 经营 6
小微 创新 9
小微 创业 7
小微 集体经济 4
小微 管理 4
小微 群众 12
小微 体系 8
小微 制度 15
小微 机制 8
小微 生产 5
小微 环境 5
小微 服务 5
小微 城市 4
小微 公共服务 14
小微 农户 11
小微 经验 6
小微 民主 5
小微 党组织 6
小微 社会 7
小微 基层 6
小微 问题 19
小微 合作 4
小微 政策 4
小微 经济社会 4
小微 现代化 7
小微 小康 4
小微 扶贫 12
小微 农行 6
小微 贷款 6
民主 习近平 71
民主 总书记 21
民主 三农 135
民主 战略 54
民主 绿水青山 26
民主 金山 26
民主 银山 26
民主 路子走 9
民主 农业 187
民主 结构性 7
民主 改革 70
民主 乡村 153
民主 建设 117
民主 工作 123
民主 村庄 7
民主 家庭 7
民主 贫困 31
民主 收入 36
民主 城乡居民 14
民主 农村 402
民主 特色 14
民主 社会主义 47
民主 产业 67
民主 生态 47
民主 乡风 9
民主 文明 26
民主 生活富裕 6
民主 发展 308
民主 农业产业 15
民主 文化 12
