,author,date,para,title_first,title_second
548,王振如,1999-01-16,北京市农业学校校长　王振如北京市农业学校是首都地区唯一的一所综合性农业中专学校。改革开放以来，逐步确定了“服务首都，富裕农民”的办学宗旨，明确了教育教学“面向农业、面向农村、面向农民”的改革目标，以培养京郊农业、农村经济建设所需要的人才为中心。我在科教兴农工作中的几点体会是：首先，人才培养是农业中专学校参与科教兴农的主要任务。学校要主动服务于社会发展和学生的求学需要，创建农业职业教育新体系的教育教学改革，培养学生的多种综合素质、农业职业能力技能和服务社会、就业创业能力，全面提高教学质量。其次，科教兴村是一项涉及农村方方面面的系统工程，仅靠科技教育部门单独去推动，难以达到预期的目的，必须在各级党委政府的统一组织领导下，协调有关部门统一行动，农科教、政技物紧密结合，才能取得成效。第三，加强师资队伍建设，提高师资队伍的素质和能力，做好教师知识结构、能力结构的转变，是农业中专科教兴农的保证。另外，必须进一步加强农业中专校办产业的建设，实行产教结合，使校办产业成为科技示范基地。,立足培养面向“三农”人才,
547,王平,2001-03-09,王平（河南）朱镕基总理在报告中把加强农业基础地位，努力增加农民收入，作为经济工作的首要任务，说到了我们的心坎上，也体现了本届政府对“三农”问题的高度重视。农业进入新阶段以后，农产品阶段性过剩，价格大幅度下降，农民收入增长缓慢，在这样一个大背景下，有一部分人对农业是不是基础地位产生动摇，对农业是否真正重视，要打个问号。报告在规划“十五”宏伟蓝图的时候，把加强农业的基础地位，增加农民收入作为经济工作首要任务来讲，“首要任务”四个字，分量很重，对我们在农区工作的同志鼓舞很大。我认为，对加强农业基础地位，增加农民收入，有三个问题值得深入研究。一、在新阶段，要用新思想、新方法来解决农业和农村经济结构战略性的调整。二、要深化农村各项改革，尤其是税费改革。三、转变农村基层干部作风，密切农民与干部的关系，健全和巩固农村基层政权。,高度重视“三农”问题,九届全国人大四次会议代表发言摘编
546,张昌尔,2001-03-11,张昌尔（湖北）朱总理报告将“三农”问题放在重要位置，并作为今年工作的重中之重，符合我国国情。目前，“三农”问题主要体现在“三不”：农业需求不旺、农民不富、乡村债务居高不下。对解决“三农”问题提几点建议：1.进一步统一对“三农”的认识。尤其在大好形势下，不能忽略农民问题。农村不稳定，国家发展是个大问题。2.加大保护农业力度。一是注重农村市场的保护；二是对农产品加工转化的保护，目前发达国家的农产品进军中国，给中国农村市场带来紧迫感和危机感，国家要采取类似出口退税办法来扶持加工转化；三是加强地方税制保护，目前地方财政困难，国家制定政策要考虑我国农业大国的特点。3.要研究化解农村债务的策略。建议明确宣布债务中高出国家规定的利息非法，不受保护；同时通过以转移支付的办法解决农村历史遗留的债务问题。4.国家今后出台财政政策时，考虑到县乡财政的困难，如增加工资等，不要给县乡留口子。,将“三农”问题放在重要位置,九届全国人大四次会议代表发言摘编
545,仰忠泽,2001-07-04,本报讯  今年以来，湖北省安陆市开展“送政策、送科技、送信息、送资金”等“四送”活动，服务农业、农村、农民，努力实践“三个代表”，全市一千二百多名市乡干部分赴全市四百三十二个村，便民助民，很受农民欢迎。　　（仰忠泽）,安陆开展“四送”服务“三农”,
544,,2001-07-14,据新华社西安7月12日电  全国人大常委会副委员长、中国民主促进会中央主席许嘉璐近日在陕西考察“三农”问题时强调，在西部大开发中，要以“三个代表”重要思想为指导，扎扎实实做好农业、农村和农民工作。　　7月4日至11日，许嘉璐一行考察了西安、宝鸡、咸阳、渭南、延安、铜川和杨凌农业高新技术产业示范区的涉农企业、涉农科研单位、设施，农业基地等，详细了解了陕西农业发展、农业结构调整和产业化进展情况，还就科技兴农、农村教育和农村精神文明建设等问题与陕西省有关部门进行了座谈。　　在听取了陕西省关于“三农”工作的汇报，以及有关地市的工作汇报后，许嘉璐充分肯定了陕西省“三农”工作所取得的显著成绩。他说，陕西省委、省政府坚决、正确、有效地贯彻了中央把“三农”工作放在各项经济工作首位的精神，做了大量切实有效的工作。在依靠科技提高农民收入、调整农村产业结构等方面思路清晰，有规划有措施，势头很好，体现了“三个代表”重要思想，在实施西部大开发战略中开局良好。　　许嘉璐对杨凌示范区成立以来在科研带头、机制示范、体制创新等方面所取得的成绩给予了高度评价，他希望示范区将事业做大，在干旱与半干旱农业的示范辐射上，在贯彻中央西部大开发战略中，在帮助农民增收致富上发挥更大的作用。　　陕西省委书记李建国等领导参加了座谈。,西部开发要解决好“三农”问题,许嘉璐在陕西考察时强调
543,牛盾,2001-09-25,农业部科教司司长　牛盾　　“九五”是我国实现小康目标的关键阶段，围绕攀登科技新高峰、服务农业主战场的主题，农业科技工作呈现快速发展的势头，分别在十大领域相继取得重大进展，为农业和农村经济的持续健康发展以及农民的增产增收提供了坚实的支撑条件。　　一、种子工程：新品种高产优质　　据统计，5年间共育成水稻、小麦、玉米等18种主要农作物优质、高产、多抗新品种411个，获国家后补助品种276个，创造出719份优异育种材料。选育的水稻新品种“中香一号”品质与泰国名牌大米相媲美，而产量超过泰国米一倍；面包小麦济南17、中优9507等综合品质达到美国与加拿大优质小麦标准。通过强化常规育种技术与生物技术的结合，大大提升了我国整体的农作物育种水平。继培育出单价转基因抗虫棉之后，我国已成功地将双价抗虫基因直接导入优良棉花新品种（系）中，培育出居世界领先水平的第二代转基因抗虫棉。　　二、超级稻：亩产接近800公斤　　“九五”期间，通过采用杂种优势与理想株型相结合的育种技术路线，全国主要育种单位通力合作、联合攻关，中国超级稻研究取得重大突破，培育出一批在生产上具有重大应用价值的常规稻品种和杂交稻组合。杂交稻先锋组合“两优培九”和“协优9308”在湖南和浙江百亩试验田亩产近800公斤，小面积亩产超过800公斤；汕优明86、Ⅱ优162、沈农系列粳稻新品种等在20多个百亩片和9个千亩片亩产700公斤以上。这一历史性的重大突破，对进一步提高水稻产量，改善水稻品质，保障21世纪中国粮食安全具有重要意义。　　三、畜牧业：六畜兴旺效益高　　选育出一批畜禽新品种（系），其中新杨褐壳蛋鸡高产配套系通过国家审定、打破了进口种鸡垄断国内市场的局面；继荷斯坦牛之后育成我国第二个肉牛新品种──西门塔尔牛；饲料用植酸酶的研制及中试技术研究取得重大进展，结束了我国植酸酶产品完全依赖进口的历史。　　四、水产养殖：农民增收辟新径　　水产养殖业在未来农民增收与膳食结构调整中具有重要作用。“九五”期间，我国加大了水产养殖技术的研究力度，并获重大突破。　　在苗种选育和繁育方面，成功地解决了大口鲇、南美白对虾、史氏鲟、鲻鱼及人工选育的高寒鲤等5种水产养殖对象的规模化繁育的关键技术，达到可批量生产苗种的技术水平。在规模化养殖技术方面，建立了草型湖泊高效低耗多种规模化养殖技术模式。　　五、旱作节水：省钱省水推广快　　通过攻关，研制出的新型渠道防渗材料和技术，可减少水分渗漏损失80％—90％，已累计应用面积1.5亿多亩；研制出的双壁波纹塑料管、薄壁PVC塑料管等多种低压管道输水管材和管件，以管道输水代替土渠输水，可节水30％—50％，已累计推广应用面积8000多万亩；研究形成了适合国情的引黄高含沙喷灌技术、膜上灌水技术，可节水30％—60％，增产粮食10％—30％，推广应用面积已达2300多万亩；在引进、消化、吸收的基础上，进行微灌技术的改进、创新，形成了拥有自主知识产权的产品，已在果树、蔬菜、花卉等高附加值经济作物上应用，面积达500万亩以上。　　六、区域农业：现代农业树样板　　“九五”期间，针对黄淮海平原、黄土高原、南方红黄壤地区、北方旱区、松嫩—三江平原等五大区域制约区域农业可持续发展的主要障碍因素，以不同类型区的中低产田治理与农业综合发展为主题，研究出了一批科技含量高、示范实用性强、覆盖面广的大面积高产优质高效持续发展关键技术，建立了一批能够真正依靠农业科技进步及提高农民素质、体现科技经济紧密结合的农业现代化样板。在不同类型区产业结构调整的集成配套技术、中低产田治理与生态建设综合技术、节水与水资源高效利用技术、区域农业可持续发展的模式和技术等方面取得重大进展。有效地带动了不同类型区的农业和农村经济的持续发展。　　七、设施农业：大棚里面好种田　　“九五”期间，我国独创的日光温室节能技术取得重要突破，设计出第二代节能日光温室，配套开发集成了多功能复合膜、防雨膜、机械化卷放保温覆盖材料等技术。充分应用现代生物、信息技术，研制并建成了“智能型”连栋塑料温室等5种具有我国自主知识产权的、适于我国不同生态类型的现代温室设施，建成12个工厂化育苗基地，建立了40多种蔬菜、西瓜、甜瓜和花卉育苗及温室栽培管理及产后加工保鲜技术体系，产品质量大幅度提高，附加值成倍增长。以设施园艺为主的“工厂化农业”，从改进结构性能、筛选优良品种、增施有机肥和二氧化碳、病虫害综合防治等方面集成日光温室节能栽培配套技术，在京、津、冀等13个省区推广应用。　　八、病虫害防治：降低损失保丰收　　针对病虫危害对农业生产带来的巨大威胁，“九五”期间研究澄清了长期悬而未决的我国各地棉铃虫虫源性质，并系统研究了棉铃虫迁飞规律，制定了我国长江流域、黄河流域、辽河流域和新疆地区棉铃虫的预测预报和防治策略。完成了中国禽流感流行株的分离和鉴定、禽流感重组核蛋白诊断抗原的研制及应用，建立了禽流感免疫酶诊断方法和技术。　　九、信息技术：全面改造传统农业　　“九五”期间，我国农业信息技术的开发和应用取得了显著进展。通过攻关，自主开发了适合我国国情的旱情遥感监测系统、耕地遥感动态监测系统、主要农作物遥感估产系统、我国北方草地草畜平衡动态监测系统等。农业信息网络数量及规模飞速发展，目前涉农网站已达2000个左右，内容涉及农产品市场信息、技术信息、政策信息和生活信息。农业专家系统应用及示范已在全国展开，促进了施肥、病虫害防治等农艺措施的适量化和科学化。　　十、农产品加工：填补多项国内空白　　在农产品加工方面，通过攻关，“九五”期间农产品加工技术及重要农用机械设备研制取得了重大进展。研制开发出了农用移动式小麦烘干及清理设备和出粉率提高5％的制粉新工艺；开发出大豆系列产品微生物发酵水清法制取工艺，复合多肽、低聚糖、大豆皂苷生产工艺，开发出微胶囊化大豆油脂、大豆异黄酮等一批新产品；首次建立了我国优质牛肉分级标准，提出了一套以电刺激为主的牛肉快速排酸成熟技术。在先进适用农业机械方面，研制出了水稻育秧精量播种成套设备，填补了国内杂交稻等优良品种小播量精播装置的空白。,凝铸科技剑　潜心为“三农”,──“九五”我国农业科技十大进展
542,温铁军,2001-12-10,中国体改研究会副秘书长  温铁军　　面对入世，当前我国农业的对应调整有三个方面：一是确立可持续发展和促进就业的国家战略，加快国内经济结构调整；二是政府鼓励农民通过合作提高经济规模；三是在世贸组织规则允许的农业保护框架下，在农产品，特别是农业主产品的储备，以及农业保险及灾害补贴等方面实行收入支持政策。　　按照WTO的一般原则，国际农产品协议大部分在1995—2000年实施。主要包括3个内容：增加进口市场准入；削减国内生产者支持；减少出口补贴。　　此前一般对于中国农业能否适应WTO原则的讨论，都是针对农业生产和贸易如何应对WTO挑战，本文则认为，应该从“三农问题”即农民、农村和农业出发，而不是仅仅从农业的角度来进行分析。　　进入90年代以来，我国农产品出口改变为以水产品、蔬菜果品和部分畜牧产品为主，到1996年此类产品出口金额逐渐超过10亿美元，使中国农产品贸易多数年份能够维持小额顺差。从长期看，除了粮食、棉花、油料等基本农产品外，中国的非资源型农产品还是有一定的出口竞争力。因此，入世对中国的积极作用主要有两个方面：一是在没有其他非经济因素干扰的和平条件下，增加进口大量占用资源的基本农产品，有利于土地资源日益短缺的沿海发达地区进行农业结构调整。二是在加入WTO之后有利于国内有竞争力的农产品增加出口。　　同时，我们应该充分认识到其负面影响：　　首先，粮食这种资源型产品的贸易竞争力根本上来源于地租。土地面积越大地租的绝对值就越多。而中国农村户均土地面积仅0.4公顷、劳均不足0.3公顷（美国平均400公顷、劳均约52公顷），如此细小规模的农业在国际市场上很难有竞争力。　　其二，如果进口粮食质优价廉而国家又不能通过计划价格或直接对农民的粮食生产予以补贴，则中国的粮食生产将受到影响。　　1990年以来，我国农业劳动力的非农转移困难，入世后，即使外资进入，我们也不能期望它对我国农村劳动力就业产生多大的拉力。因为，就以往的经验看，外资增加的主要领域不是农业。例如1996年我国协议利用外资总金额为816亿多美元，其中农业利用外资为14亿多美元，仅占1.73％。更为深刻的问题是：中国的失业统计一向不计算农村劳动力。　　当前的对应调整可以有三个方面：一是确立可持续发展和促进就业的国家战略，加快国内经济结构调整。在国家开发西部战略安排中，实行以工代赈和“以工换地”政策。同时，注重保护劳动密集型的农村产业。强调政府的创业投资和风险担保基金必须有一定比例支持那些能够促进劳动密集的科技开发企业。　　二是政府鼓励农民通过合作提高经济规模。政府财政投资和贴息贷款定向支持农民合作社经济。借鉴日本、韩国等东亚小农经济社会稳定发展的经验，促进农民合作直接进入金融、保险、加工、批发市场等领域，以非农经营获得利润支援农业。　　三是在世贸组织规则允许的农业保护框架下，在农产品，特别是农业主产品的储备，以及农业保险及灾害补贴等方面实行收入支持政策。在贯彻国家“十五”计划中加大农村发展投资，通过实行积极财政政策增加政府在农业基础设施建设和科技教育方面的投资，以逐步达到农业资源的转出和转入基本均衡。,关注“三农”调整,
541,,2002-01-05,,全心全意为“三农”,
540,赵永琦,2002-03-04,本报记者　赵永琦　　文家庭是全国政协委员中唯一的农民，3月2日一到京，他就忙着写提案。他说，党和政府关心农业、农村和农民问题，我们来自基层的委员更要献计献策。　　文家庭正在草拟的两个提案都是与农业产业结构调整有关的。其中一个提案是：免征或减征农业特产税，促进农业产业结构调整，增加农民收入，推动农村税费改革。他建议特产税改为与农业税相同的税率。另一个提案是：加强农村的信息服务。他说农副产品销售难，是制约农民增加收入的一大要素。去年他们那里西瓜丰收，由于产量远远大于需求，西瓜便宜到0.16元钱一公斤，许多瓜农血本无归。在市场信息匮乏的情况下，盲目地种植往往适得其反。政府加大投入，加强农业产前、产中和产后的信息服务，是当务之急。　　48岁的文家庭从部队复员到农村，1990年到2001年任村党支部书记。在他带领下，村里的集体资产从54万元增加到4000万元；人均收入从180元，增加到4000元。,农业界委员谈“三农”,
539,万秀斌,2002-03-07,　　本报记者　万秀斌　　在云南省代表团审议政府工作报告时，“三农”问题成了热点。“加入WTO后，农民将受到更大冲击。我特别同意政府工作报告提出的‘采取符合世贸组织规则的措施，努力维护农民利益’的提法。”卢昌泰代表说。　　“从中央到地方，从媒体到民间舆论，都比较关注‘三农’问题，目前的关键是要有更多具体的措施。”邱三益代表认为，城镇居民有最低生活保障，医疗保障体系也正在完善之中。相对而言，农民就缺乏保障，尤其是老少边穷地区，医疗卫生设施比较落后。这些都要有具体解决措施。　　白恩培代表指出，云南要做好以下几方面的工作来增加农民收入：一是帮助老百姓解决好生产和生活条件问题。二是保护生态求发展。滇池因污染而失去了昔日的魅力，如今花了巨额资金也还未见明显效果。云南是绿色王国、生物王国，我们必须吸取滇池的教训，不走弯路。三是围绕增收调整种植结构。四是依靠科技增效益。,重视“三农”要有具体措施,
